device,model,dvfs_mode,dvfs_mode_label,condition_tag,segment,capacity_ips,lambda_frac,target_rps,run_idx,achieved_rps,p95_latency_ms,warm_idle_w,serving_w,delta_w,marginal_wall_energy_j_per_inf,n_valid_power_runs,power_status,source_json,batch_size
gpu-server,efficientnet-b4,2,600MHz,dvfs2,server,59.1,1.0,59.1,4,60.78,103.35,100.3,139.21,38.91,0.640178,1,ok,20260514T140201+0900_615_gpu-server_effb4_dvfs2_cuda_l100_r4_lsweep.json,1
gpu-server,efficientnet-b4,2,600MHz,dvfs2,server,59.1,1.0,59.1,5,57.72,77.34,99.75,138.19,38.44,0.665974,1,ok,20260514T140322+0900_721_gpu-server_effb4_dvfs2_cuda_l100_r5_lsweep.json,1
gpu-server,efficientnet-b4,2,600MHz,dvfs2,server,59.1,1.0,59.1,6,59.27,99.48,99.7,138.82,39.12,0.66003,1,ok,20260514T140443+0900_754_gpu-server_effb4_dvfs2_cuda_l100_r6_lsweep.json,1
gpu-server,efficientnet-b4,2,600MHz,dvfs2,server,59.1,1.0,59.1,7,59.65,87.9,99.9,138.62,38.72,0.64912,1,ok,20260514T140604+0900_669_gpu-server_effb4_dvfs2_cuda_l100_r7_lsweep.json,1
gpu-server,efficientnet-b4,2,600MHz,dvfs2,server,59.1,1.0,59.1,8,61.73,102.71,100.6,140.52,39.92,0.646687,1,ok,20260514T140725+0900_775_gpu-server_effb4_dvfs2_cuda_l100_r8_lsweep.json,1
gpu-server,efficientnet-b4,2,600MHz,dvfs2,server,59.1,1.0,59.1,9,59.05,106.57,100.6,139.04,38.44,0.650974,1,ok,20260514T140846+0900_776_gpu-server_effb4_dvfs2_cuda_l100_r9_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.25,18.98,0,18.75,40.9,100.3,108.67,8.37,0.4464,1,ok,20260514T141036+0900_005_gpu-server_effb4_dvfs3_cuda_l025_r0_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.25,18.98,1,17.88,39.74,98.3,108.14,9.84,0.550336,1,ok,20260514T141156+0900_149_gpu-server_effb4_dvfs3_cuda_l025_r1_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.25,18.98,2,17.68,39.55,99.2,107.99,8.79,0.497172,1,ok,20260514T141316+0900_304_gpu-server_effb4_dvfs3_cuda_l025_r2_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.25,18.98,3,18.13,39.43,99.4,108.62,9.22,0.508549,1,ok,20260514T141436+0900_404_gpu-server_effb4_dvfs3_cuda_l025_r3_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.25,18.98,4,20.1,39.75,99.1,109.58,10.48,0.521393,1,ok,20260514T141556+0900_418_gpu-server_effb4_dvfs3_cuda_l025_r4_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.25,18.98,5,18.58,39.42,98.55,108.79,10.24,0.55113,1,ok,20260514T141716+0900_624_gpu-server_effb4_dvfs3_cuda_l025_r5_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.25,18.98,6,18.75,38.43,99.4,108.88,9.48,0.5056,1,ok,20260514T141836+0900_835_gpu-server_effb4_dvfs3_cuda_l025_r6_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.25,18.98,7,18.8,38.65,98.9,109.01,10.11,0.537766,1,ok,20260514T141956+0900_836_gpu-server_effb4_dvfs3_cuda_l025_r7_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.25,18.98,8,18.37,37.35,100.1,108.73,8.63,0.469788,1,ok,20260514T142122+0900_027_gpu-server_effb4_dvfs3_cuda_l025_r8_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.25,18.98,9,18.68,38.43,54.35,109.3,54.95,2.941649,1,ok,20260514T142301+0900_715_gpu-server_effb4_dvfs3_cuda_l025_r9_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.5,37.95,0,36.27,40.99,100.0,119.31,19.31,0.532396,1,ok,20260514T142421+0900_919_gpu-server_effb4_dvfs3_cuda_l050_r0_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.5,37.95,1,38.13,40.69,99.05,120.15,21.1,0.55337,1,ok,20260514T142542+0900_021_gpu-server_effb4_dvfs3_cuda_l050_r1_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.5,37.95,2,39.08,40.49,99.9,120.43,20.53,0.525333,1,ok,20260514T142702+0900_186_gpu-server_effb4_dvfs3_cuda_l050_r2_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.5,37.95,3,37.68,42.23,99.75,120.23,20.48,0.543524,1,ok,20260514T142822+0900_359_gpu-server_effb4_dvfs3_cuda_l050_r3_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.5,37.95,4,37.63,41.65,98.8,120.26,21.46,0.57029,1,ok,20260514T142942+0900_552_gpu-server_effb4_dvfs3_cuda_l050_r4_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.5,37.95,5,37.63,41.43,99.0,120.79,21.79,0.579059,1,ok,20260514T143102+0900_781_gpu-server_effb4_dvfs3_cuda_l050_r5_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.5,37.95,6,37.12,41.83,98.7,119.81,21.11,0.568696,1,ok,20260514T143222+0900_961_gpu-server_effb4_dvfs3_cuda_l050_r6_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.5,37.95,7,37.5,40.52,99.6,119.99,20.39,0.543733,1,ok,20260514T143343+0900_018_gpu-server_effb4_dvfs3_cuda_l050_r7_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.5,37.95,8,37.2,40.61,99.8,120.57,20.77,0.558333,1,ok,20260514T143503+0900_217_gpu-server_effb4_dvfs3_cuda_l050_r8_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.5,37.95,9,37.37,41.45,99.2,120.06,20.86,0.558202,1,ok,20260514T143623+0900_425_gpu-server_effb4_dvfs3_cuda_l050_r9_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.75,56.93,0,56.67,47.68,98.9,132.12,33.22,0.586201,1,ok,20260514T143743+0900_525_gpu-server_effb4_dvfs3_cuda_l075_r0_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.75,56.93,1,56.0,46.21,99.8,132.77,32.97,0.58875,1,ok,20260514T143904+0900_098_gpu-server_effb4_dvfs3_cuda_l075_r1_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.75,56.93,2,56.43,46.29,99.5,132.46,32.96,0.584086,1,ok,20260514T144024+0900_813_gpu-server_effb4_dvfs3_cuda_l075_r2_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.75,56.93,3,55.82,47.35,99.9,131.62,31.72,0.568255,1,ok,20260514T144145+0900_521_gpu-server_effb4_dvfs3_cuda_l075_r3_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.75,56.93,4,58.1,46.78,99.3,133.19,33.89,0.583305,1,ok,20260514T144306+0900_605_gpu-server_effb4_dvfs3_cuda_l075_r4_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.75,56.93,5,55.22,48.01,99.0,131.29,32.29,0.584752,1,ok,20260514T144427+0900_892_gpu-server_effb4_dvfs3_cuda_l075_r5_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.75,56.93,6,57.03,46.5,99.5,131.26,31.76,0.5569,1,ok,20260514T144548+0900_885_gpu-server_effb4_dvfs3_cuda_l075_r6_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.75,56.93,7,57.38,48.79,99.95,132.19,32.24,0.561868,1,ok,20260514T144709+0900_136_gpu-server_effb4_dvfs3_cuda_l075_r7_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.75,56.93,8,56.58,45.97,100.6,132.15,31.55,0.557618,1,ok,20260514T144830+0900_059_gpu-server_effb4_dvfs3_cuda_l075_r8_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,0.75,56.93,9,55.93,43.48,100.0,132.16,32.16,0.575004,1,ok,20260514T144951+0900_079_gpu-server_effb4_dvfs3_cuda_l075_r9_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,1.0,75.9,0,76.05,89.01,100.2,144.72,44.52,0.585404,1,ok,20260514T145112+0900_312_gpu-server_effb4_dvfs3_cuda_l100_r0_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,1.0,75.9,1,75.28,95.38,100.7,144.44,43.74,0.581031,1,ok,20260514T145233+0900_163_gpu-server_effb4_dvfs3_cuda_l100_r1_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,1.0,75.9,2,76.33,81.73,100.45,145.58,45.13,0.591249,1,ok,20260514T145353+0900_846_gpu-server_effb4_dvfs3_cuda_l100_r2_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,1.0,75.9,3,76.98,71.0,101.1,145.25,44.15,0.573526,1,ok,20260514T145515+0900_056_gpu-server_effb4_dvfs3_cuda_l100_r3_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,1.0,75.9,4,75.72,88.21,103.2,146.44,43.24,0.571051,1,ok,20260514T145636+0900_129_gpu-server_effb4_dvfs3_cuda_l100_r4_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,1.0,75.9,5,75.63,79.67,100.5,145.62,45.12,0.596589,1,ok,20260514T145757+0900_069_gpu-server_effb4_dvfs3_cuda_l100_r5_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,1.0,75.9,6,77.98,81.55,100.9,146.01,45.11,0.578482,1,ok,20260514T145918+0900_183_gpu-server_effb4_dvfs3_cuda_l100_r6_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,1.0,75.9,7,76.18,74.05,100.7,145.41,44.71,0.586899,1,ok,20260514T150039+0900_472_gpu-server_effb4_dvfs3_cuda_l100_r7_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,1.0,75.9,8,77.07,95.9,99.4,146.18,46.78,0.606981,1,ok,20260514T150200+0900_616_gpu-server_effb4_dvfs3_cuda_l100_r8_lsweep.json,1
gpu-server,efficientnet-b4,3,810MHz,dvfs3,server,75.9,1.0,75.9,9,75.78,71.84,100.0,145.32,45.32,0.598047,1,ok,20260514T150321+0900_853_gpu-server_effb4_dvfs3_cuda_l100_r9_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.25,22.05,0,21.6,39.46,99.6,110.5,10.9,0.50463,1,ok,20260514T150505+0900_855_gpu-server_effb4_dvfs4_cuda_l025_r0_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.25,22.05,1,20.48,39.14,100.1,109.71,9.61,0.469238,1,ok,20260514T150626+0900_074_gpu-server_effb4_dvfs4_cuda_l025_r1_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.25,22.05,2,22.83,39.11,99.4,111.29,11.89,0.520806,1,ok,20260514T150746+0900_267_gpu-server_effb4_dvfs4_cuda_l025_r2_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.25,22.05,3,21.57,38.3,99.8,110.53,10.73,0.49745,1,ok,20260514T150906+0900_746_gpu-server_effb4_dvfs4_cuda_l025_r3_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.25,22.05,4,21.63,40.65,99.75,110.91,11.16,0.51595,1,ok,20260514T151027+0900_943_gpu-server_effb4_dvfs4_cuda_l025_r4_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.25,22.05,5,22.6,37.76,100.0,111.13,11.13,0.492478,1,ok,20260514T151149+0900_137_gpu-server_effb4_dvfs4_cuda_l025_r5_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.25,22.05,6,22.27,37.71,99.1,111.4,12.3,0.552313,1,ok,20260514T151309+0900_818_gpu-server_effb4_dvfs4_cuda_l025_r6_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.25,22.05,7,21.33,38.38,100.4,110.62,10.22,0.479137,1,ok,20260514T151430+0900_865_gpu-server_effb4_dvfs4_cuda_l025_r7_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.25,22.05,8,22.18,38.97,100.7,110.99,10.29,0.463931,1,ok,20260514T151551+0900_448_gpu-server_effb4_dvfs4_cuda_l025_r8_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.25,22.05,9,22.0,38.08,98.9,111.05,12.15,0.552273,1,ok,20260514T151712+0900_659_gpu-server_effb4_dvfs4_cuda_l025_r9_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.5,44.1,0,43.18,41.02,99.45,122.94,23.49,0.544002,1,ok,20260514T151834+0900_469_gpu-server_effb4_dvfs4_cuda_l050_r0_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.5,44.1,1,43.83,42.13,99.2,123.41,24.21,0.552361,1,ok,20260514T151955+0900_548_gpu-server_effb4_dvfs4_cuda_l050_r1_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.5,44.1,2,43.93,40.49,56.1,123.93,67.83,1.544047,1,ok,20260514T152134+0900_796_gpu-server_effb4_dvfs4_cuda_l050_r2_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.5,44.1,3,43.08,40.8,100.0,123.75,23.75,0.5513,1,ok,20260514T152254+0900_957_gpu-server_effb4_dvfs4_cuda_l050_r3_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.5,44.1,4,44.63,40.45,100.75,125.0,24.25,0.543356,1,ok,20260514T152415+0900_059_gpu-server_effb4_dvfs4_cuda_l050_r4_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.5,44.1,5,44.38,40.51,100.2,124.7,24.5,0.55205,1,ok,20260514T152535+0900_257_gpu-server_effb4_dvfs4_cuda_l050_r5_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.5,44.1,6,44.02,41.55,99.7,124.42,24.72,0.561563,1,ok,20260514T152655+0900_518_gpu-server_effb4_dvfs4_cuda_l050_r6_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.5,44.1,7,43.68,40.18,99.5,124.07,24.57,0.5625,1,ok,20260514T152815+0900_756_gpu-server_effb4_dvfs4_cuda_l050_r7_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.5,44.1,8,45.05,41.34,99.5,124.67,25.17,0.558713,1,ok,20260514T152936+0900_070_gpu-server_effb4_dvfs4_cuda_l050_r8_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.5,44.1,9,43.62,39.58,101.05,123.94,22.89,0.524759,1,ok,20260514T153056+0900_173_gpu-server_effb4_dvfs4_cuda_l050_r9_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.75,66.15,0,66.5,46.45,100.1,138.52,38.42,0.577744,1,ok,20260514T153216+0900_270_gpu-server_effb4_dvfs4_cuda_l075_r0_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.75,66.15,1,65.15,47.3,99.75,137.48,37.73,0.579125,1,ok,20260514T153336+0900_380_gpu-server_effb4_dvfs4_cuda_l075_r1_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.75,66.15,2,67.05,48.09,99.65,139.47,39.82,0.593885,1,ok,20260514T153456+0900_599_gpu-server_effb4_dvfs4_cuda_l075_r2_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.75,66.15,3,65.1,49.59,100.75,137.48,36.73,0.564209,1,ok,20260514T153616+0900_876_gpu-server_effb4_dvfs4_cuda_l075_r3_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.75,66.15,4,66.25,47.05,100.6,138.41,37.81,0.570717,1,ok,20260514T153737+0900_041_gpu-server_effb4_dvfs4_cuda_l075_r4_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.75,66.15,5,64.87,48.81,100.3,136.92,36.62,0.564514,1,ok,20260514T153857+0900_174_gpu-server_effb4_dvfs4_cuda_l075_r5_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.75,66.15,6,66.2,49.84,100.4,138.94,38.54,0.582175,1,ok,20260514T154017+0900_340_gpu-server_effb4_dvfs4_cuda_l075_r6_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.75,66.15,7,66.57,46.0,101.5,138.3,36.8,0.552802,1,ok,20260514T154137+0900_499_gpu-server_effb4_dvfs4_cuda_l075_r7_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.75,66.15,8,64.98,48.31,100.4,138.12,37.72,0.580486,1,ok,20260514T154257+0900_717_gpu-server_effb4_dvfs4_cuda_l075_r8_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,0.75,66.15,9,65.87,50.52,100.2,137.84,37.64,0.571429,1,ok,20260514T154417+0900_899_gpu-server_effb4_dvfs4_cuda_l075_r9_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,1.0,88.2,0,87.55,90.62,100.3,152.73,52.43,0.598858,1,ok,20260514T154538+0900_170_gpu-server_effb4_dvfs4_cuda_l100_r0_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,1.0,88.2,1,88.7,82.14,100.1,153.82,53.72,0.605637,1,ok,20260514T154658+0900_473_gpu-server_effb4_dvfs4_cuda_l100_r1_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,1.0,88.2,2,87.7,89.29,100.6,153.72,53.12,0.605701,1,ok,20260514T154818+0900_624_gpu-server_effb4_dvfs4_cuda_l100_r2_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,1.0,88.2,3,88.62,89.68,100.8,153.44,52.64,0.593997,1,ok,20260514T154938+0900_849_gpu-server_effb4_dvfs4_cuda_l100_r3_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,1.0,88.2,4,87.88,80.88,100.9,153.83,52.93,0.602299,1,ok,20260514T155059+0900_033_gpu-server_effb4_dvfs4_cuda_l100_r4_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,1.0,88.2,5,89.77,112.17,101.0,154.12,53.12,0.591734,1,ok,20260514T155219+0900_204_gpu-server_effb4_dvfs4_cuda_l100_r5_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,1.0,88.2,6,88.05,109.25,101.3,153.53,52.23,0.593186,1,ok,20260514T155339+0900_433_gpu-server_effb4_dvfs4_cuda_l100_r6_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,1.0,88.2,7,89.55,81.23,101.4,153.87,52.47,0.58593,1,ok,20260514T155459+0900_694_gpu-server_effb4_dvfs4_cuda_l100_r7_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,1.0,88.2,8,89.1,111.08,102.25,154.2,51.95,0.583053,1,ok,20260514T155619+0900_826_gpu-server_effb4_dvfs4_cuda_l100_r8_lsweep.json,1
gpu-server,efficientnet-b4,4,1005MHz,dvfs4,server,88.2,1.0,88.2,9,90.23,109.16,101.45,154.37,52.92,0.586501,1,ok,20260514T155740+0900_074_gpu-server_effb4_dvfs4_cuda_l100_r9_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.25,28.12,0,27.72,37.77,101.65,115.17,13.52,0.487734,1,ok,20260514T155923+0900_508_gpu-server_effb4_dvfs5_cuda_l025_r0_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.25,28.12,1,28.02,38.92,100.55,114.67,14.12,0.503926,1,ok,20260514T160043+0900_721_gpu-server_effb4_dvfs5_cuda_l025_r1_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.25,28.12,2,29.93,39.76,102.05,115.59,13.54,0.452389,1,ok,20260514T160203+0900_905_gpu-server_effb4_dvfs5_cuda_l025_r2_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.25,28.12,3,27.9,35.42,101.6,114.58,12.98,0.465233,1,ok,20260514T160324+0900_113_gpu-server_effb4_dvfs5_cuda_l025_r3_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.25,28.12,4,28.42,37.88,100.85,114.65,13.8,0.485574,1,ok,20260514T160444+0900_261_gpu-server_effb4_dvfs5_cuda_l025_r4_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.25,28.12,5,27.17,37.7,101.65,113.36,11.71,0.43099,1,ok,20260514T160604+0900_373_gpu-server_effb4_dvfs5_cuda_l025_r5_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.25,28.12,6,27.95,38.07,101.1,114.69,13.59,0.486225,1,ok,20260514T160724+0900_568_gpu-server_effb4_dvfs5_cuda_l025_r6_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.25,28.12,7,28.23,38.89,100.2,113.98,13.78,0.488133,1,ok,20260514T160844+0900_684_gpu-server_effb4_dvfs5_cuda_l025_r7_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.25,28.12,8,28.17,37.89,100.3,114.59,14.29,0.507277,1,ok,20260514T161004+0900_989_gpu-server_effb4_dvfs5_cuda_l025_r8_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.25,28.12,9,27.9,37.93,100.1,114.02,13.92,0.498925,1,ok,20260514T161125+0900_112_gpu-server_effb4_dvfs5_cuda_l025_r9_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.5,56.25,0,55.8,39.58,100.4,129.79,29.39,0.526703,1,ok,20260514T161245+0900_336_gpu-server_effb4_dvfs5_cuda_l050_r0_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.5,56.25,1,56.4,39.63,100.7,130.73,30.03,0.532447,1,ok,20260514T161405+0900_476_gpu-server_effb4_dvfs5_cuda_l050_r1_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.5,56.25,2,56.53,39.06,100.45,130.22,29.77,0.526623,1,ok,20260514T161525+0900_793_gpu-server_effb4_dvfs5_cuda_l050_r2_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.5,56.25,3,55.72,37.5,100.9,130.68,29.78,0.534458,1,ok,20260514T161645+0900_874_gpu-server_effb4_dvfs5_cuda_l050_r3_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.5,56.25,4,55.98,39.51,100.8,129.99,29.19,0.521436,1,ok,20260514T161806+0900_073_gpu-server_effb4_dvfs5_cuda_l050_r4_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.5,56.25,5,58.55,39.35,100.3,131.67,31.37,0.535781,1,ok,20260514T161926+0900_229_gpu-server_effb4_dvfs5_cuda_l050_r5_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.5,56.25,6,55.8,38.95,102.35,130.38,28.03,0.50233,1,ok,20260514T162051+0900_298_gpu-server_effb4_dvfs5_cuda_l050_r6_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.5,56.25,7,56.0,39.11,102.2,130.67,28.47,0.508393,1,ok,20260514T162211+0900_425_gpu-server_effb4_dvfs5_cuda_l050_r7_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.5,56.25,8,57.32,39.52,102.0,130.95,28.95,0.505059,1,ok,20260514T162331+0900_605_gpu-server_effb4_dvfs5_cuda_l050_r8_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.5,56.25,9,56.48,38.41,101.3,130.89,29.59,0.523902,1,ok,20260514T162451+0900_737_gpu-server_effb4_dvfs5_cuda_l050_r9_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.75,84.38,0,83.92,43.92,102.1,146.87,44.77,0.533484,1,ok,20260514T162611+0900_959_gpu-server_effb4_dvfs5_cuda_l075_r0_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.75,84.38,1,83.82,42.46,102.35,148.11,45.76,0.545932,1,ok,20260514T162732+0900_165_gpu-server_effb4_dvfs5_cuda_l075_r1_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.75,84.38,2,85.15,48.78,101.5,149.2,47.7,0.560188,1,ok,20260514T162852+0900_405_gpu-server_effb4_dvfs5_cuda_l075_r2_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.75,84.38,3,84.03,47.46,102.2,148.2,46.0,0.547424,1,ok,20260514T163012+0900_550_gpu-server_effb4_dvfs5_cuda_l075_r3_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.75,84.38,4,83.65,46.24,102.25,147.26,45.01,0.538075,1,ok,20260514T163132+0900_624_gpu-server_effb4_dvfs5_cuda_l075_r4_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.75,84.38,5,83.63,45.01,102.75,148.43,45.68,0.546215,1,ok,20260514T163252+0900_897_gpu-server_effb4_dvfs5_cuda_l075_r5_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.75,84.38,6,82.58,44.79,103.8,147.95,44.15,0.534633,1,ok,20260514T163413+0900_073_gpu-server_effb4_dvfs5_cuda_l075_r6_lsweep.json,1
gpu-server,efficientnet-b4,5,1200MHz,dvfs5,server,112.5,0.75,84.38,7,84.78,47.36,102.05,149.4,47.35,0.558504,1,ok,20260514T163533+0900_360_gpu-server_effb4_dvfs5_cuda_l075_r7_lsweep.json,1
